Age,Location,Gender,Income
50,Urban,Female,69212
44,Urban,Male,589615
24,Urban,Female,511259
23,Urban,Female,74012
32,Urban,Female,69332
35,Urban,Female,73350
49,Urban,Male,67890
28,Rural,Female,67894
37,Urban,Female,71614
41,Suburban,Male,1984055
32,Urban,Male,68254
65,Urban,Male,168030
24,Urban,Male,562108
38,Rural,Male,278003
59,Urban,Male,71328
43,Urban,Male,67100
61,Urban,Female,72296
31,Suburban,Male,66486
54,Urban,Female,65572
38,Urban,Female,2305149
35,Rural,Male,3267390
22,Urban,Male,73276
20,Urban,Female,71056
40,Urban,Female,69728
43,Suburban,Female,2889951
54,Urban,Female,65900
41,Urban,Female,69420
66,Suburban,Female,70722
36,Urban,Female,68262
68,Rural,Male,68962
42,Urban,Female,69328
38,Urban,Male,67636
29,Urban,Female,64932
58,Suburban,Male,165647
50,Urban,Female,1719309
67,Urban,Male,218277
70,Urban,Female,5081235
21,Rural,Male,2145508
59,Urban,Male,231817
24,Urban,Female,69130
39,Rural,Male,3002126
50,Suburban,Female,65930
34,Urban,Female,72724
41,Rural,Male,1003673
51,Urban,Female,3554242
45,Urban,Male,73926
60,Urban,Male,559295
58,Urban,Female,259700
56,Rural,Male,202585
39,Suburban,Male,71238
66,Urban,Male,68400
34,Suburban,Female,66370
51,Urban,Female,71104
23,Urban,Male,67592
63,Rural,Male,2775259
23,Suburban,Female,612306
51,Urban,Female,65970
18,Urban,Female,65928
27,Urban,Female,71944
38,Urban,Male,70598
22,Urban,Male,73142
19,Urban,Male,721165
39,Urban,Female,66196
65,Suburban,Male,72812
19,Urban,Male,2461351
27,Urban,Female,70230
51,Rural,Male,1974587
33,Urban,Female,62198
65,Suburban,Female,69916
68,Urban,Male,70716
56,Urban,Female,71324
39,Urban,Male,75150
29,Urban,Male,74098
41,Urban,Male,4285698
64,Urban,Male,431193
57,Urban,Male,6758509
55,Urban,Female,75420
27,Urban,Female,69286
52,Rural,Male,2268248
68,Suburban,Female,69416
66,Suburban,Male,65100
49,Urban,Female,73414
24,Urban,Male,69046
38,Urban,Male,74670
37,Suburban,Male,66060
43,Urban,Male,534335
21,Urban,Female,31309
63,Urban,Male,72450
69,Urban,Female,158110
39,Urban,Male,64990
32,Rural,Male,69570
57,Suburban,Female,65964
38,Urban,Male,66032
32,Urban,Male,75046
39,Urban,Female,940362
69,Urban,Female,190368
45,Suburban,Male,136758
31,Urban,Female,3336727
44,Suburban,Male,7864005
58,Urban,Male,313209
57,Urban,Male,722717
45,Urban,Male,51846
43,Suburban,Female,716839
66,Urban,Male,58613
19,Rural,Female,34610
42,Suburban,Male,70876
20,Suburban,Female,66555
25,Suburban,Male,69916
61,Urban,Male,73084
50,Urban,Male,74606
59,Urban,Female,66758
69,Urban,Female,67134
52,Suburban,Male,177289
23,Urban,Male,67482
56,Urban,Male,1677201
69,Suburban,Female,150017
40,Urban,Female,66434
42,Urban,Female,69820
67,Urban,Male,71192
60,Suburban,Female,71626
36,Urban,Male,32400
22,Rural,Female,9110524
68,Urban,Male,68254
28,Suburban,Female,72762
29,Urban,Female,70296
27,Urban,Male,72232
25,Urban,Male,74662
41,Urban,Male,65250
45,Urban,Male,68382
58,Urban,Female,65498
53,Urban,Female,68688
54,Suburban,Male,72308
38,Urban,Female,65862
25,Rural,Female,888934
26,Suburban,Male,71404
64,Urban,Male,139347
32,Urban,Male,70546
65,Urban,Male,72608
63,Suburban,Female,73748
57,Suburban,Female,721103
35,Urban,Female,69958
59,Urban,Female,65004
37,Urban,Male,74304
23,Suburban,Male,70928
29,Suburban,Male,73840
19,Suburban,Female,67236
24,Urban,Female,72276
33,Urban,Female,73430
20,Rural,Male,68332
62,Rural,Female,1944508
20,Urban,Male,75150
44,Urban,Female,70438
67,Urban,Male,68990
60,Suburban,Male,69352
57,Urban,Female,76244
55,Urban,Female,66336
50,Urban,Female,66314
45,Urban,Male,68602
18,Urban,Female,71202
25,Urban,Male,70874
54,Suburban,Male,3524711
49,Urban,Male,2275178
65,Urban,Male,9677553
60,Urban,Male,8046490
54,Urban,Female,2172876
21,Urban,Male,482757
47,Urban,Female,73656
23,Urban,Female,139437
63,Rural,Female,1384882
36,Suburban,Male,72676
49,Urban,Female,67668
26,Rural,Female,31285
29,Suburban,Male,66654
28,Rural,Female,5950969
63,Urban,Female,74172
33,Suburban,Female,1254912
18,Urban,Male,68228
62,Suburban,Male,70988
70,Urban,Female,71966
38,Urban,Male,67404
47,Urban,Male,72538
30,Suburban,Female,72156
51,Suburban,Female,65394
21,Urban,Female,132697
45,Urban,Female,520816
55,Suburban,Male,73390
48,Urban,Female,36844
44,Urban,Male,71566
22,Suburban,Male,73622
42,Suburban,Female,66560
20,Urban,Female,75260
50,Urban,Female,5371068
21,Suburban,Male,73262
42,Suburban,Female,66062
37,Urban,Male,1022899
51,Urban,Male,3809393
43,Urban,Female,72422
22,Rural,Male,66808
52,Urban,Male,567320
45,Urban,Female,4612808
46,Urban,Female,66602
26,Urban,Male,71618
69,Urban,Male,68764
55,Urban,Male,74910
67,Urban,Male,74146
23,Urban,Female,68096
36,Urban,Female,67414
61,Suburban,Female,494819
28,Urban,Female,37268
19,Suburban,Male,34310
64,Urban,Male,65666
61,Urban,Male,49106
61,Urban,Female,446052
26,Rural,Male,93307
38,Urban,Male,69200
41,Urban,Male,75104
51,Urban,Male,2477341
39,Urban,Male,68544
20,Urban,Male,72482
29,Rural,Female,149465
45,Urban,Female,412832
47,Urban,Female,68764
43,Rural,Female,4178989
65,Urban,Male,6724641
38,Urban,Male,69028
45,Urban,Female,74454
43,Urban,Female,71378
50,Urban,Female,65210
38,Urban,Male,8738717
52,Suburban,Male,69144
69,Urban,Male,67536
51,Rural,Female,702657
58,Urban,Female,563823
68,Urban,Female,67980
64,Urban,Female,70462
35,Urban,Female,273561
28,Urban,Male,3689619
40,Urban,Female,65758
65,Suburban,Male,66342
39,Rural,Female,68631
34,Urban,Male,73206
22,Suburban,Male,371642
61,Suburban,Male,66088
28,Urban,Female,158987
47,Urban,Female,816578
32,Rural,Female,2505302
44,Urban,Female,68034
52,Rural,Female,65960
50,Urban,Male,563572
37,Urban,Female,73670
33,Urban,Male,68306
51,Rural,Male,39022
19,Urban,Male,1850726
52,Urban,Male,66758
57,Urban,Female,212472
45,Urban,Female,65334
64,Urban,Male,64932
56,Urban,Male,33732
23,Urban,Male,66314
26,Urban,Male,70650
37,Urban,Male,118878
18,Urban,Male,126010
25,Urban,Female,107058
40,Urban,Male,68578
20,Suburban,Male,70000
21,Urban,Female,72494
42,Urban,Female,67572
64,Urban,Female,74234
55,Urban,Female,73140
32,Urban,Male,161340
38,Urban,Female,70146
52,Suburban,Female,1251000
70,Suburban,Female,73870
70,Urban,Male,71200
63,Urban,Male,1895857
69,Suburban,Male,72136
31,Urban,Male,465266
53,Urban,Male,68368
29,Urban,Female,71482
34,Urban,Male,74510
56,Suburban,Male,74802
26,Urban,Male,1130377
52,Urban,Male,75428
30,Suburban,Female,164687
32,Urban,Female,1997152
35,Urban,Female,3279593
68,Urban,Male,89098
50,Urban,Male,62932
23,Urban,Male,72676
44,Urban,Male,74980
40,Rural,Female,1816550
44,Suburban,Male,52744
51,Urban,Female,155591
63,Suburban,Male,68198
55,Urban,Female,68724
31,Urban,Male,2546518
53,Urban,Female,47407
70,Urban,Male,596489
25,Urban,Female,67228
52,Urban,Female,70636
36,Suburban,Male,66372
47,Urban,Male,75264
31,Urban,Male,68540
37,Urban,Male,68678
66,Urban,Female,130013
42,Urban,Female,8166012
57,Urban,Male,68816
41,Urban,Female,66252
31,Urban,Male,601689
43,Urban,Female,73066
55,Rural,Female,74184
40,Urban,Male,74868
39,Suburban,Female,5022688
65,Suburban,Male,73996
36,Urban,Male,779356
63,Urban,Male,71264
68,Urban,Female,4171988
20,Urban,Male,73728
59,Urban,Male,70054
36,Urban,Female,1408418
26,Urban,Female,52196
45,Urban,Male,79176
37,Urban,Female,73352
62,Rural,Male,74374
24,Urban,Male,74314
31,Urban,Male,70788
26,Suburban,Male,68928
36,Suburban,Male,144681
64,Urban,Female,65754
69,Urban,Male,65638
31,Urban,Male,198647
55,Urban,Male,66404
70,Urban,Male,66968
53,Urban,Male,69348
57,Urban,Female,65928
34,Rural,Female,72034
47,Urban,Male,84460
26,Urban,Female,1207906
50,Rural,Female,258800
69,Urban,Female,5230969
42,Urban,Female,65788
31,Urban,Male,74190
28,Rural,Male,69636
70,Urban,Female,635952
52,Urban,Female,66950
58,Suburban,Female,67324
31,Urban,Female,74864
47,Suburban,Female,65678
58,Rural,Female,2337713
21,Urban,Female,74004
21,Urban,Female,67496
45,Suburban,Male,71450
25,Urban,Male,67502
19,Suburban,Female,196725
58,Urban,Male,65470
63,Urban,Female,71668
39,Urban,Female,74472
58,Urban,Male,107235
33,Urban,Male,70058
46,Urban,Female,66324
66,Urban,Male,72518
65,Urban,Male,67372
47,Suburban,Male,2523533
29,Suburban,Female,66672
52,Urban,Female,80776
28,Urban,Female,71440
63,Urban,Female,71004
67,Urban,Female,54195
38,Urban,Female,8444025
38,Suburban,Female,2362136
22,Urban,Female,66924
65,Suburban,Male,69444
37,Suburban,Female,7339562
54,Urban,Female,71770
20,Urban,Male,4946497
61,Urban,Male,1179439
50,Urban,Male,74718
70,Urban,Female,6511987
26,Urban,Female,610997
26,Urban,Female,35126
21,Urban,Male,69408
52,Urban,Male,5570721
34,Urban,Female,65342
51,Urban,Female,71192
41,Urban,Female,66034
49,Urban,Male,256012
18,Suburban,Female,71314
25,Suburban,Female,66178
62,Urban,Female,72682
40,Urban,Female,69160
64,Suburban,Female,72188
57,Urban,Male,3542088
29,Urban,Female,2351927
29,Suburban,Female,62660
63,Urban,Female,70404
64,Urban,Female,841610
32,Rural,Female,66734
58,Urban,Female,431836
36,Rural,Female,70486
43,Urban,Female,69830
69,Urban,Male,66760
46,Urban,Male,70854
39,Suburban,Male,2620342
57,Urban,Female,122665
38,Urban,Female,75414
68,Suburban,Female,68018
55,Urban,Male,74108
37,Urban,Female,75190
46,Urban,Male,73048
68,Urban,Male,74914
21,Suburban,Female,65780
24,Urban,Male,70484
45,Urban,Female,65390
45,Urban,Male,54853
21,Urban,Female,8309914
39,Urban,Female,66432
29,Urban,Female,65190
62,Rural,Male,73410
20,Suburban,Female,74784
39,Urban,Female,66952
61,Urban,Male,71866
19,Urban,Female,69334
41,Urban,Male,74402
51,Urban,Male,1327764
44,Urban,Male,74902
58,Urban,Female,74978
18,Urban,Female,69312
25,Rural,Female,71892
40,Urban,Female,197235
55,Urban,Female,66966
23,Urban,Male,3166831
39,Urban,Female,196975
42,Rural,Female,2045766
35,Urban,Female,664193
34,Rural,Female,72054
29,Urban,Male,1551806
23,Urban,Female,65116
43,Urban,Male,2560733
44,Suburban,Male,639122
25,Urban,Male,148231
36,Rural,Male,1060616
59,Urban,Male,278339
18,Urban,Male,723533
46,Urban,Male,145501
62,Urban,Female,306709
66,Urban,Female,71476
52,Suburban,Male,72752
57,Urban,Male,66806
31,Urban,Male,1140841
52,Urban,Female,80228
65,Urban,Male,67456
62,Urban,Male,73752
37,Urban,Female,999460
66,Suburban,Female,65088
30,Urban,Male,72968
55,Suburban,Male,2150026
66,Urban,Female,70544
63,Urban,Female,65214
66,Urban,Female,75134
25,Suburban,Male,747580
60,Suburban,Female,35201
37,Urban,Male,2789832
50,Urban,Male,68922
43,Urban,Male,75052
56,Suburban,Male,1449787
38,Suburban,Male,69902
70,Urban,Male,34426
66,Urban,Female,68238
59,Suburban,Male,147669
60,Urban,Male,84522
58,Urban,Female,69992
26,Urban,Male,480895
41,Urban,Female,69864
54,Rural,Male,1648627
66,Rural,Female,2678267
58,Urban,Female,66794
34,Urban,Female,274159
41,Suburban,Female,261244
38,Urban,Female,1401974
68,Urban,Female,69040
56,Urban,Male,67234
58,Urban,Female,73860
56,Urban,Female,68156
30,Urban,Female,74776
28,Urban,Male,71950
63,Suburban,Male,71198
36,Rural,Female,67434
28,Suburban,Female,69458
30,Urban,Female,71572
63,Urban,Male,69594
62,Suburban,Female,4700362
18,Rural,Female,3165470
57,Urban,Female,72828
61,Urban,Male,72278
36,Urban,Male,70598
29,Urban,Male,71316
25,Urban,Female,66632
25,Rural,Male,73752
70,Urban,Male,34698
62,Urban,Female,43265
29,Rural,Male,7717589
65,Urban,Male,2956834
50,Suburban,Female,8786601
62,Urban,Male,68540
43,Rural,Female,1836126
56,Urban,Female,439796
45,Rural,Female,9628546
22,Urban,Female,300496
25,Urban,Male,530842
42,Urban,Male,75254
44,Urban,Male,66024
63,Urban,Male,64932
40,Rural,Male,649298
47,Urban,Male,592112
62,Urban,Female,68076
64,Urban,Female,72316
40,Suburban,Female,5288001
66,Urban,Female,70232
64,Rural,Female,74876
37,Urban,Female,71970
35,Urban,Female,3514011
35,Urban,Male,65418
19,Suburban,Male,72076
21,Urban,Male,72010
47,Suburban,Female,70964
50,Urban,Female,2958905
53,Urban,Male,66358
35,Rural,Female,71086
54,Urban,Male,6068904
36,Urban,Female,65424
64,Suburban,Male,72908
45,Urban,Female,71320
57,Urban,Female,310343
37,Urban,Male,1645461
66,Rural,Female,35071
50,Suburban,Female,72586
29,Urban,Male,378648
68,Urban,Male,70366
32,Urban,Male,66182
58,Suburban,Female,70158
56,Urban,Female,176625
19,Suburban,Female,845428
46,Urban,Male,2108181
58,Urban,Male,67148
27,Urban,Female,243671
19,Urban,Male,75292
68,Suburban,Female,67044
28,Suburban,Male,68872
30,Urban,Female,159637
27,Urban,Female,65474
31,Suburban,Male,71888
35,Urban,Male,2284320
68,Urban,Male,74652
26,Urban,Female,71466
56,Suburban,Male,1326756
45,Urban,Male,67554
20,Suburban,Male,464320
37,Suburban,Male,3838659
23,Suburban,Female,69426
44,Rural,Female,431829
70,Suburban,Female,306052
19,Urban,Male,70906
46,Urban,Male,70710
55,Urban,Female,449030
20,Urban,Male,70194
33,Urban,Female,67164
47,Urban,Male,38700
57,Urban,Male,69178
19,Urban,Female,65546
34,Suburban,Female,71946
58,Suburban,Female,69238
29,Rural,Female,72886
52,Urban,Male,428450
60,Urban,Female,77095
18,Urban,Female,70022
62,Urban,Female,74524
32,Urban,Male,65570
43,Urban,Male,70006
54,Urban,Male,66558
38,Suburban,Male,8182470
66,Suburban,Female,264601
48,Urban,Female,72518
42,Urban,Female,66680
40,Urban,Female,46998
41,Urban,Female,73216
55,Rural,Male,68482
45,Suburban,Male,1630886
38,Urban,Female,65982
60,Urban,Female,72904
35,Urban,Male,65652
53,Urban,Female,68766
52,Rural,Female,162164
62,Suburban,Male,2573183
26,Urban,Male,73504
70,Urban,Male,3579359
55,Suburban,Female,328282
47,Urban,Female,9060902
61,Urban,Male,57317
51,Urban,Male,65384
49,Urban,Male,8777425
20,Urban,Female,67016
20,Urban,Female,180779
45,Urban,Female,738376
61,Urban,Female,64954
32,Urban,Female,235321
58,Suburban,Male,184483
40,Urban,Female,67426
57,Suburban,Female,68940
28,Urban,Male,68876
65,Urban,Male,67578
49,Suburban,Female,1159998
53,Urban,Female,74604
50,Urban,Female,67774
41,Urban,Female,72106
56,Urban,Male,74998
51,Suburban,Female,73694
45,Urban,Female,72618
54,Urban,Female,874807
24,Urban,Male,1716960
21,Urban,Male,69062
54,Suburban,Male,2517506
18,Urban,Male,74228
18,Urban,Male,73876
64,Urban,Female,75080
37,Urban,Female,68900
36,Urban,Female,71712
46,Urban,Male,187605
27,Urban,Male,68742
35,Suburban,Male,66236
45,Suburban,Male,67018
52,Urban,Female,68636
60,Urban,Male,72602
64,Urban,Female,99090
48,Urban,Male,70176
44,Suburban,Female,74488
28,Rural,Male,1012697
66,Urban,Female,71904
66,Urban,Female,72084
55,Urban,Male,55784
22,Urban,Male,61314
25,Urban,Female,67764
51,Urban,Male,68598
65,Urban,Female,2135071
69,Urban,Female,36122
29,Urban,Male,151773
55,Urban,Female,5132115
18,Suburban,Male,359132
48,Suburban,Male,33326
21,Rural,Female,68756
66,Urban,Male,69846
62,Urban,Female,276502
67,Urban,Female,74340
22,Suburban,Male,3343221
47,Urban,Female,67438
41,Urban,Male,68490
20,Urban,Male,72584
28,Rural,Female,74852
62,Suburban,Female,72178
21,Urban,Female,1134122
43,Suburban,Male,70366
44,Urban,Female,68116
63,Urban,Male,70554
60,Suburban,Male,8466668
44,Urban,Female,65270
59,Urban,Male,73390
68,Suburban,Male,49668
67,Urban,Female,54095
23,Rural,Female,1412986
32,Urban,Female,67342
70,Urban,Male,65428
47,Urban,Female,753292
59,Suburban,Female,2480059
54,Urban,Female,66824
54,Urban,Female,65190
59,Urban,Female,64690
54,Suburban,Male,66906
52,Urban,Male,1841517
40,Urban,Female,929122
23,Urban,Female,274237
21,Urban,Male,71542
35,Urban,Female,72934
26,Urban,Male,65716
66,Suburban,Male,146041
46,Urban,Male,75144
30,Urban,Male,74110
64,Urban,Male,74224
69,Rural,Female,67616
34,Urban,Male,72730
62,Suburban,Male,66406
49,Suburban,Male,72946
65,Urban,Female,3898551
39,Urban,Female,1763878
21,Urban,Female,5672048
22,Suburban,Male,830556
54,Suburban,Female,74880
58,Suburban,Female,67622
66,Urban,Female,334093
30,Urban,Male,558438
51,Urban,Female,1984738
62,Urban,Female,77779
39,Urban,Female,69354
70,Urban,Female,2518896
40,Urban,Male,72014
68,Urban,Male,65644
20,Urban,Female,9627488
59,Suburban,Male,71674
51,Urban,Male,67584
49,Suburban,Female,250772
62,Urban,Male,67778
68,Urban,Female,74498
66,Urban,Female,68998
38,Urban,Female,411925
63,Urban,Female,67546
61,Suburban,Male,68982
38,Urban,Female,117881
61,Urban,Female,73476
28,Urban,Male,307990
56,Urban,Female,9011886
21,Urban,Male,4477499
68,Urban,Female,74640
18,Urban,Male,742081
45,Urban,Male,58297
41,Urban,Male,72952
52,Urban,Male,74378
30,Urban,Male,325563
64,Urban,Male,348056
51,Suburban,Female,95938
28,Urban,Male,68834
53,Urban,Male,69540
68,Urban,Female,71628
34,Suburban,Female,187334
52,Rural,Female,72746
35,Urban,Female,65868
57,Urban,Female,174926
39,Urban,Female,257497
41,Urban,Male,71278
36,Urban,Female,74182
54,Urban,Male,6821747
56,Urban,Male,73398
38,Urban,Female,71974
25,Suburban,Male,615941
45,Urban,Male,1027002
22,Urban,Male,68256
34,Urban,Male,73146
54,Rural,Female,68466
53,Urban,Female,4417073
36,Urban,Female,69208
44,Suburban,Male,65871
70,Urban,Female,676907
51,Urban,Male,71658
28,Urban,Female,76449
62,Suburban,Male,67002
64,Rural,Female,83029
29,Suburban,Female,67094
38,Rural,Male,97715
28,Urban,Male,66984
56,Rural,Male,77086
45,Urban,Female,65544
22,Rural,Female,665274
34,Urban,Male,75456
37,Suburban,Male,69372
58,Urban,Male,67056
63,Urban,Male,3172498
29,Urban,Female,65084
23,Urban,Male,70156
34,Urban,Male,66102
68,Rural,Female,75829
36,Urban,Female,72732
43,Rural,Male,613515
65,Rural,Female,73824
61,Urban,Male,75444
61,Urban,Female,7772844
69,Urban,Female,68224
49,Urban,Female,367991
23,Urban,Female,70320
53,Urban,Female,65570
55,Urban,Female,74668
28,Urban,Female,141273
50,Urban,Male,74744
41,Urban,Female,66950
40,Suburban,Male,617249
32,Urban,Male,1171298
44,Urban,Female,1915090
28,Urban,Male,71275
68,Suburban,Female,3546356
67,Urban,Female,74024
34,Urban,Male,74464
68,Urban,Male,4537425
70,Rural,Female,71456
31,Rural,Male,68530
44,Urban,Female,466365
35,Suburban,Male,68932
45,Urban,Female,948392
68,Urban,Female,65642
64,Urban,Female,1184936
64,Urban,Male,73328
21,Suburban,Female,72384
24,Rural,Female,74280
62,Urban,Male,5080192
52,Urban,Female,68058
65,Urban,Male,67746
26,Urban,Male,67758
25,Rural,Female,66218
69,Suburban,Male,69090
62,Urban,Male,70794
34,Urban,Male,66828
34,Suburban,Female,71500
66,Urban,Female,909060
50,Rural,Male,70672
49,Urban,Male,1476972
25,Urban,Male,75066
36,Urban,Female,70890
55,Urban,Male,1522119
20,Urban,Male,65776
22,Urban,Male,1619376
30,Suburban,Female,72466
64,Urban,Female,3868740
63,Urban,Female,66260
48,Suburban,Female,75440
33,Suburban,Female,4319486
67,Urban,Female,73756
