"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
28,"Rural","Female",67926,"$50,000 to $74,999",3,3,2
32,"Urban","Male",69232,"$50,000 to $74,999",3,1,4
30,"Urban","Female",65008,"$50,000 to $74,999",3,2,2
39,"Rural","Male",72604,"$50,000 to $74,999",1,3,2
36,"Suburban","Male",65978,"$50,000 to $74,999",3,4,2
21,"Urban","Female",72048,"$50,000 to $74,999",3,2,2
69,"Urban","Female",74622,"$50,000 to $74,999",2,2,1
63,"Urban","Female",71510,"$50,000 to $74,999",2,2,1
45,"Rural","Female",67884,"$50,000 to $74,999",1,3,2
59,"Suburban","Female",66150,"$50,000 to $74,999",2,4,3
47,"Suburban","Male",72086,"$50,000 to $74,999",1,4,1
35,"Urban","Female",68236,"$50,000 to $74,999",3,2,2
19,"Urban","Male",73404,"$50,000 to $74,999",3,1,4
66,"Urban","Female",65490,"$50,000 to $74,999",2,2,1
30,"Urban","Male",70258,"$50,000 to $74,999",3,1,4
21,"Urban","Female",69262,"$50,000 to $74,999",3,2,2
43,"Urban","Female",68874,"$50,000 to $74,999",3,2,1
42,"Suburban","Male",73218,"$50,000 to $74,999",3,4,2
47,"Suburban","Male",67755,"$50,000 to $74,999",1,4,3
28,"Urban","Male",68016,"$50,000 to $74,999",3,1,4
48,"Urban","Female",68014,"$50,000 to $74,999",3,2,1
61,"Rural","Male",65524,"$50,000 to $74,999",1,3,3
56,"Urban","Male",74220,"$50,000 to $74,999",1,1,1
30,"Urban","Female",73326,"$50,000 to $74,999",3,2,2
48,"Urban","Male",68036,"$50,000 to $74,999",1,1,1
59,"Urban","Female",67376,"$50,000 to $74,999",2,2,1
37,"Rural","Male",73082,"$50,000 to $74,999",1,3,2
24,"Urban","Male",66000,"$50,000 to $74,999",3,1,4
18,"Urban","Female",66778,"$50,000 to $74,999",3,2,2
61,"Urban","Female",69914,"$50,000 to $74,999",2,2,1
62,"Urban","Male",65076,"$50,000 to $74,999",1,1,3
59,"Urban","Male",69990,"$50,000 to $74,999",1,1,1
39,"Urban","Male",71574,"$50,000 to $74,999",1,1,4
38,"Suburban","Male",72686,"$50,000 to $74,999",3,4,2
39,"Urban","Female",70020,"$50,000 to $74,999",3,2,2
26,"Urban","Female",70524,"$50,000 to $74,999",3,2,2
26,"Urban","Male",73880,"$50,000 to $74,999",3,1,4
27,"Rural","Female",65436,"$50,000 to $74,999",3,3,2
59,"Urban","Female",66838,"$50,000 to $74,999",2,2,1
41,"Suburban","Female",71368,"$50,000 to $74,999",3,4,2
33,"Urban","Male",71136,"$50,000 to $74,999",1,1,4
66,"Suburban","Female",67118,"$50,000 to $74,999",2,4,3
43,"Urban","Female",66322,"$50,000 to $74,999",3,2,1
67,"Urban","Male",69564,"$50,000 to $74,999",1,1,1
36,"Urban","Male",69818,"$50,000 to $74,999",1,1,4
53,"Urban","Female",71074,"$50,000 to $74,999",2,2,1
27,"Urban","Male",66918,"$50,000 to $74,999",3,1,4
35,"Rural","Male",74172,"$50,000 to $74,999",1,3,2
36,"Urban","Female",72200,"$50,000 to $74,999",3,2,2
53,"Urban","Male",66044,"$50,000 to $74,999",1,1,3
67,"Urban","Male",66934,"$50,000 to $74,999",1,1,3
22,"Urban","Female",66710,"$50,000 to $74,999",3,2,2
50,"Suburban","Male",69942,"$50,000 to $74,999",1,4,1
38,"Suburban","Male",70442,"$50,000 to $74,999",3,4,2
34,"Urban","Male",68458,"$50,000 to $74,999",3,1,4
52,"Urban","Male",72096,"$50,000 to $74,999",1,1,1
45,"Rural","Female",70792,"$50,000 to $74,999",3,3,2
49,"Suburban","Female",71212,"$50,000 to $74,999",3,4,1
27,"Urban","Female",74920,"$50,000 to $74,999",3,2,2
30,"Urban","Male",70370,"$50,000 to $74,999",3,1,4
42,"Suburban","Male",72536,"$50,000 to $74,999",3,4,2
19,"Urban","Female",66943,"$50,000 to $74,999",3,2,2
52,"Suburban","Male",72526,"$50,000 to $74,999",1,4,1
24,"Urban","Male",74306,"$50,000 to $74,999",3,1,4
35,"Urban","Female",68396,"$50,000 to $74,999",3,2,2
58,"Rural","Female",67848,"$50,000 to $74,999",1,3,3
66,"Urban","Female",71898,"$50,000 to $74,999",2,2,1
63,"Urban","Female",66280,"$50,000 to $74,999",2,2,1
21,"Urban","Male",74916,"$50,000 to $74,999",3,1,4
43,"Urban","Male",65586,"$50,000 to $74,999",3,1,4
55,"Urban","Male",73606,"$50,000 to $74,999",1,1,1
59,"Urban","Female",70436,"$50,000 to $74,999",2,2,1
56,"Rural","Female",62661,"$50,000 to $74,999",4,3,3
62,"Rural","Female",74616,"$50,000 to $74,999",2,3,1
57,"Suburban","Male",65392,"$50,000 to $74,999",1,4,3
20,"Urban","Female",74452,"$50,000 to $74,999",3,2,2
26,"Rural","Male",68968,"$50,000 to $74,999",3,3,2
25,"Urban","Female",68764,"$50,000 to $74,999",3,2,2
58,"Urban","Female",64938,"$50,000 to $74,999",2,2,1
21,"Urban","Female",65886,"$50,000 to $74,999",3,2,2
30,"Urban","Male",65604,"$50,000 to $74,999",3,1,4
66,"Rural","Male",74712,"$50,000 to $74,999",1,3,1
19,"Urban","Female",73610,"$50,000 to $74,999",3,2,2
22,"Urban","Male",68866,"$50,000 to $74,999",3,1,4
49,"Urban","Female",71418,"$50,000 to $74,999",3,2,1
38,"Urban","Male",65982,"$50,000 to $74,999",3,1,4
25,"Urban","Male",68206,"$50,000 to $74,999",3,1,4
67,"Urban","Female",67958,"$50,000 to $74,999",2,2,1
20,"Urban","Female",70194,"$50,000 to $74,999",3,2,2
39,"Urban","Female",71582,"$50,000 to $74,999",3,2,2
23,"Urban","Female",71666,"$50,000 to $74,999",3,2,2
40,"Rural","Male",65470,"$50,000 to $74,999",1,3,3
61,"Urban","Female",74702,"$50,000 to $74,999",2,2,1
19,"Urban","Male",68782,"$50,000 to $74,999",3,1,4
55,"Urban","Female",67164,"$50,000 to $74,999",2,2,1
52,"Urban","Male",57061,"$50,000 to $74,999",4,2,3
51,"Rural","Male",71144,"$50,000 to $74,999",1,3,1
40,"Urban","Male",67954,"$50,000 to $74,999",3,1,4
61,"Urban","Male",69946,"$50,000 to $74,999",1,1,1
53,"Urban","Male",68510,"$50,000 to $74,999",1,1,1
22,"Rural","Male",65544,"$50,000 to $74,999",3,3,2
64,"Urban","Female",68604,"$50,000 to $74,999",2,2,1
33,"Urban","Female",65272,"$50,000 to $74,999",3,2,2
59,"Suburban","Female",70924,"$50,000 to $74,999",2,4,3
47,"Rural","Female",67054,"$50,000 to $74,999",1,3,2
29,"Urban","Female",67822,"$50,000 to $74,999",3,2,2
37,"Urban","Female",71366,"$50,000 to $74,999",3,2,2
20,"Urban","Female",65442,"$50,000 to $74,999",3,2,2
47,"Urban","Male",65840,"$50,000 to $74,999",1,1,4
62,"Urban","Male",65808,"$50,000 to $74,999",1,1,3
40,"Urban","Male",72088,"$50,000 to $74,999",1,1,4
45,"Urban","Male",66674,"$50,000 to $74,999",1,1,4
22,"Urban","Female",65310,"$50,000 to $74,999",3,2,2
61,"Suburban","Male",67776,"$50,000 to $74,999",1,4,3
18,"Urban","Male",74876,"$50,000 to $74,999",3,1,4
37,"Suburban","Male",69166,"$50,000 to $74,999",3,4,2
23,"Urban","Female",74668,"$50,000 to $74,999",3,2,2
39,"Suburban","Female",69368,"$50,000 to $74,999",3,4,2
35,"Urban","Female",65978,"$50,000 to $74,999",3,2,2
25,"Urban","Male",66772,"$50,000 to $74,999",3,1,4
56,"Urban","Female",74934,"$50,000 to $74,999",2,2,1
49,"Suburban","Female",68528,"$50,000 to $74,999",2,4,3
50,"Urban","Female",70666,"$50,000 to $74,999",3,2,1
29,"Urban","Male",69272,"$50,000 to $74,999",3,1,4
55,"Urban","Male",74208,"$50,000 to $74,999",1,1,1
69,"Urban","Female",67278,"$50,000 to $74,999",2,2,1
51,"Urban","Female",65770,"$50,000 to $74,999",2,2,1
50,"Urban","Male",68922,"$50,000 to $74,999",1,1,1
40,"Suburban","Male",74794,"$50,000 to $74,999",3,4,1
44,"Urban","Male",70170,"$50,000 to $74,999",1,1,4
26,"Urban","Male",55492,"$50,000 to $74,999",4,2,3
21,"Urban","Female",74386,"$50,000 to $74,999",3,2,2
23,"Rural","Male",70072,"$50,000 to $74,999",3,3,2
52,"Urban","Female",74326,"$50,000 to $74,999",2,2,1
39,"Urban","Female",73456,"$50,000 to $74,999",3,2,1
32,"Suburban","Female",55238,"$50,000 to $74,999",4,2,3
54,"Urban","Female",69114,"$50,000 to $74,999",3,2,1
69,"Urban","Male",65326,"$50,000 to $74,999",1,1,3
59,"Urban","Female",72070,"$50,000 to $74,999",2,2,1
29,"Urban","Male",67732,"$50,000 to $74,999",3,1,4
64,"Urban","Female",74932,"$50,000 to $74,999",2,2,1
66,"Urban","Female",73374,"$50,000 to $74,999",2,2,1
55,"Suburban","Female",72720,"$50,000 to $74,999",2,4,1
35,"Urban","Female",71436,"$50,000 to $74,999",3,2,2
62,"Rural","Female",72874,"$50,000 to $74,999",2,3,1
47,"Suburban","Female",52679,"$50,000 to $74,999",4,2,3
41,"Urban","Female",64880,"$50,000 to $74,999",3,2,2
59,"Urban","Female",73218,"$50,000 to $74,999",2,2,1
47,"Suburban","Male",66530,"$50,000 to $74,999",1,4,3
23,"Urban","Male",66308,"$50,000 to $74,999",3,1,4
24,"Urban","Male",71580,"$50,000 to $74,999",3,1,4
31,"Urban","Female",74534,"$50,000 to $74,999",3,2,2
26,"Rural","Female",74986,"$50,000 to $74,999",3,3,2
32,"Urban","Male",72708,"$50,000 to $74,999",3,1,4
19,"Urban","Female",74026,"$50,000 to $74,999",3,2,2
44,"Urban","Male",69322,"$50,000 to $74,999",3,1,4
52,"Urban","Female",74226,"$50,000 to $74,999",2,2,1
37,"Urban","Female",73162,"$50,000 to $74,999",3,2,1
42,"Suburban","Female",70482,"$50,000 to $74,999",3,4,2
42,"Urban","Male",66358,"$50,000 to $74,999",3,1,4
53,"Urban","Male",69716,"$50,000 to $74,999",1,1,1
31,"Urban","Female",67070,"$50,000 to $74,999",3,2,2
33,"Urban","Female",66788,"$50,000 to $74,999",3,2,2
63,"Urban","Female",71378,"$50,000 to $74,999",2,2,1
69,"Urban","Male",69138,"$50,000 to $74,999",1,1,1
23,"Urban","Male",68952,"$50,000 to $74,999",3,1,4
70,"Urban","Male",66036,"$50,000 to $74,999",1,1,3
25,"Rural","Male",73786,"$50,000 to $74,999",3,3,2
38,"Urban","Female",67698,"$50,000 to $74,999",3,2,2
21,"Urban","Female",69868,"$50,000 to $74,999",3,2,2
21,"Suburban","Female",68592,"$50,000 to $74,999",3,4,2
49,"Urban","Female",74004,"$50,000 to $74,999",2,2,1
49,"Urban","Male",70330,"$50,000 to $74,999",1,1,1
45,"Urban","Male",70784,"$50,000 to $74,999",1,1,1
30,"Urban","Female",65582,"$50,000 to $74,999",3,2,2
31,"Urban","Male",72244,"$50,000 to $74,999",3,1,4
37,"Urban","Female",53229,"$50,000 to $74,999",4,2,3
49,"Urban","Male",71414,"$50,000 to $74,999",1,1,1
40,"Suburban","Male",72594,"$50,000 to $74,999",3,4,2
48,"Suburban","Female",65426,"$50,000 to $74,999",3,4,3
68,"Urban","Female",74294,"$50,000 to $74,999",2,2,1
36,"Urban","Male",74938,"$50,000 to $74,999",3,1,4
27,"Urban","Male",72266,"$50,000 to $74,999",3,1,4
19,"Urban","Male",66734,"$50,000 to $74,999",3,1,4
28,"Urban","Female",64888,"$50,000 to $74,999",3,2,2
67,"Suburban","Female",65482,"$50,000 to $74,999",2,4,3
48,"Urban","Male",64932,"$50,000 to $74,999",1,1,4
32,"Rural","Male",64968,"$50,000 to $74,999",3,3,2
26,"Urban","Male",64878,"$50,000 to $74,999",3,1,4
40,"Urban","Female",72716,"$50,000 to $74,999",3,2,1
36,"Urban","Female",65240,"$50,000 to $74,999",3,2,2
26,"Rural","Male",70804,"$50,000 to $74,999",3,3,2
38,"Urban","Female",72540,"$50,000 to $74,999",3,2,2
26,"Urban","Female",68540,"$50,000 to $74,999",3,2,2
24,"Urban","Female",71374,"$50,000 to $74,999",3,2,2
33,"Urban","Female",69278,"$50,000 to $74,999",3,2,2
21,"Rural","Male",58062,"$50,000 to $74,999",4,2,3
21,"Suburban","Male",70098,"$50,000 to $74,999",3,4,2
56,"Urban","Male",68040,"$50,000 to $74,999",1,1,3
57,"Urban","Female",70478,"$50,000 to $74,999",2,2,1
54,"Urban","Male",73054,"$50,000 to $74,999",1,1,1
56,"Urban","Female",72856,"$50,000 to $74,999",2,2,1
46,"Urban","Male",66236,"$50,000 to $74,999",1,1,4
52,"Urban","Male",66356,"$50,000 to $74,999",1,1,3
24,"Urban","Male",65658,"$50,000 to $74,999",3,1,4
39,"Urban","Female",66152,"$50,000 to $74,999",3,2,2
24,"Urban","Male",74500,"$50,000 to $74,999",3,1,4
54,"Urban","Female",57108,"$50,000 to $74,999",4,2,3
39,"Urban","Male",68104,"$50,000 to $74,999",3,1,4
22,"Urban","Male",67674,"$50,000 to $74,999",3,1,4
44,"Suburban","Male",71708,"$50,000 to $74,999",1,4,1
32,"Urban","Female",68116,"$50,000 to $74,999",3,2,2
38,"Urban","Male",68770,"$50,000 to $74,999",3,1,4
27,"Urban","Male",66040,"$50,000 to $74,999",3,1,4
40,"Urban","Female",67280,"$50,000 to $74,999",3,2,2
22,"Urban","Female",73830,"$50,000 to $74,999",3,2,2
18,"Urban","Male",68284,"$50,000 to $74,999",3,1,4
70,"Urban","Male",69280,"$50,000 to $74,999",1,1,1
62,"Suburban","Female",72998,"$50,000 to $74,999",2,4,1
49,"Urban","Female",73546,"$50,000 to $74,999",2,2,1
53,"Urban","Male",71304,"$50,000 to $74,999",1,1,1
52,"Urban","Female",73046,"$50,000 to $74,999",2,2,1
66,"Urban","Male",69194,"$50,000 to $74,999",1,1,1
28,"Urban","Male",71538,"$50,000 to $74,999",3,1,4
38,"Urban","Male",69298,"$50,000 to $74,999",3,1,4
69,"Suburban","Female",71922,"$50,000 to $74,999",2,4,1
70,"Urban","Male",72162,"$50,000 to $74,999",1,1,1
43,"Urban","Male",64896,"$50,000 to $74,999",3,1,4
21,"Urban","Female",66836,"$50,000 to $74,999",3,2,2
69,"Suburban","Male",72224,"$50,000 to $74,999",1,4,1
65,"Urban","Male",72530,"$50,000 to $74,999",1,1,1
35,"Urban","Female",71776,"$50,000 to $74,999",3,2,2
46,"Urban","Male",66852,"$50,000 to $74,999",1,1,4
69,"Suburban","Female",70852,"$50,000 to $74,999",2,4,3
46,"Urban","Female",68428,"$50,000 to $74,999",3,2,1
55,"Urban","Male",68662,"$50,000 to $74,999",1,1,1
59,"Urban","Female",69830,"$50,000 to $74,999",2,2,1
38,"Suburban","Male",73328,"$50,000 to $74,999",3,4,2
30,"Urban","Female",53631,"$50,000 to $74,999",4,2,3
58,"Urban","Male",72674,"$50,000 to $74,999",1,1,1
58,"Urban","Female",71340,"$50,000 to $74,999",2,2,1
19,"Urban","Female",69112,"$50,000 to $74,999",3,2,2
46,"Urban","Male",74306,"$50,000 to $74,999",1,1,4
67,"Suburban","Male",72762,"$50,000 to $74,999",1,4,1
38,"Urban","Female",72810,"$50,000 to $74,999",3,2,2
28,"Urban","Male",67168,"$50,000 to $74,999",3,1,4
51,"Urban","Female",72072,"$50,000 to $74,999",2,2,1
25,"Urban","Male",73450,"$50,000 to $74,999",3,1,4
66,"Urban","Male",70398,"$50,000 to $74,999",1,1,1
40,"Urban","Female",69446,"$50,000 to $74,999",3,2,2
41,"Urban","Female",74122,"$50,000 to $74,999",3,2,1
36,"Suburban","Male",73434,"$50,000 to $74,999",3,4,2
22,"Urban","Female",71298,"$50,000 to $74,999",3,2,2
49,"Urban","Female",73756,"$50,000 to $74,999",2,2,1
54,"Urban","Male",66566,"$50,000 to $74,999",1,1,3
25,"Urban","Female",65146,"$50,000 to $74,999",3,2,2
30,"Suburban","Male",65054,"$50,000 to $74,999",3,4,2
25,"Urban","Male",74466,"$50,000 to $74,999",3,1,4
60,"Urban","Female",71960,"$50,000 to $74,999",2,2,1
18,"Suburban","Male",67215,"$50,000 to $74,999",3,4,2
62,"Urban","Male",70150,"$50,000 to $74,999",1,1,1
68,"Urban","Female",74718,"$50,000 to $74,999",2,2,1
41,"Urban","Male",73526,"$50,000 to $74,999",3,1,4
52,"Suburban","Male",73288,"$50,000 to $74,999",1,4,1
38,"Suburban","Female",65634,"$50,000 to $74,999",3,4,2
57,"Urban","Female",68648,"$50,000 to $74,999",3,2,1
28,"Suburban","Female",66720,"$50,000 to $74,999",3,4,2
68,"Urban","Male",53407,"$50,000 to $74,999",4,2,3
45,"Suburban","Male",69958,"$50,000 to $74,999",1,4,1
68,"Urban","Male",71208,"$50,000 to $74,999",1,1,1
60,"Urban","Male",69098,"$50,000 to $74,999",1,1,1
22,"Urban","Male",65802,"$50,000 to $74,999",3,1,4
49,"Urban","Male",73380,"$50,000 to $74,999",1,1,4
25,"Urban","Female",67908,"$50,000 to $74,999",3,2,2
27,"Suburban","Male",67192,"$50,000 to $74,999",3,4,2
55,"Urban","Female",74434,"$50,000 to $74,999",2,2,1
64,"Urban","Female",65604,"$50,000 to $74,999",2,2,1
65,"Suburban","Male",74174,"$50,000 to $74,999",1,4,1
34,"Urban","Male",74806,"$50,000 to $74,999",3,1,4
48,"Urban","Male",70242,"$50,000 to $74,999",1,1,1
42,"Urban","Male",72274,"$50,000 to $74,999",1,1,4
32,"Suburban","Male",71310,"$50,000 to $74,999",3,4,2
67,"Urban","Female",73156,"$50,000 to $74,999",2,2,1
20,"Urban","Male",70558,"$50,000 to $74,999",3,1,4
66,"Suburban","Male",70020,"$50,000 to $74,999",1,4,3
53,"Suburban","Male",65458,"$50,000 to $74,999",1,4,3
21,"Rural","Male",69952,"$50,000 to $74,999",3,3,2
58,"Urban","Female",73198,"$50,000 to $74,999",2,2,1
42,"Urban","Male",68012,"$50,000 to $74,999",3,1,4
67,"Suburban","Female",66722,"$50,000 to $74,999",2,4,3
38,"Suburban","Male",66400,"$50,000 to $74,999",3,4,2
53,"Urban","Male",69654,"$50,000 to $74,999",1,1,1
49,"Suburban","Female",68760,"$50,000 to $74,999",2,4,3
48,"Urban","Female",71732,"$50,000 to $74,999",2,2,1
33,"Urban","Male",68802,"$50,000 to $74,999",3,1,4
49,"Urban","Female",74936,"$50,000 to $74,999",2,2,1
51,"Urban","Female",68564,"$50,000 to $74,999",3,2,1
32,"Urban","Male",71418,"$50,000 to $74,999",1,1,4
34,"Urban","Female",68136,"$50,000 to $74,999",3,2,2
35,"Rural","Female",73996,"$50,000 to $74,999",2,3,2
42,"Urban","Male",71320,"$50,000 to $74,999",1,1,4
42,"Urban","Male",72504,"$50,000 to $74,999",1,1,4
69,"Urban","Male",65698,"$50,000 to $74,999",1,1,3
47,"Urban","Male",67702,"$50,000 to $74,999",1,1,1
37,"Urban","Female",72126,"$50,000 to $74,999",3,2,2
38,"Urban","Female",65456,"$50,000 to $74,999",3,2,2
61,"Urban","Male",69036,"$50,000 to $74,999",1,1,1
66,"Suburban","Male",73748,"$50,000 to $74,999",1,4,1
58,"Urban","Female",69630,"$50,000 to $74,999",2,2,1
64,"Urban","Male",70714,"$50,000 to $74,999",1,1,1
35,"Urban","Male",65522,"$50,000 to $74,999",3,1,4
38,"Urban","Female",68220,"$50,000 to $74,999",3,2,2
25,"Urban","Female",67366,"$50,000 to $74,999",3,2,2
63,"Urban","Female",69026,"$50,000 to $74,999",2,2,1
57,"Urban","Female",70654,"$50,000 to $74,999",2,2,1
24,"Urban","Male",74934,"$50,000 to $74,999",3,1,4
40,"Suburban","Male",71952,"$50,000 to $74,999",3,4,2
49,"Rural","Female",65580,"$50,000 to $74,999",1,3,3
39,"Rural","Male",67228,"$50,000 to $74,999",3,3,2
39,"Urban","Female",72084,"$50,000 to $74,999",3,2,2
30,"Urban","Female",74122,"$50,000 to $74,999",3,2,2
35,"Urban","Female",71624,"$50,000 to $74,999",3,2,2
19,"Urban","Male",73396,"$50,000 to $74,999",3,1,4
32,"Urban","Female",73856,"$50,000 to $74,999",3,2,2
69,"Urban","Female",72978,"$50,000 to $74,999",2,2,1
44,"Urban","Female",68950,"$50,000 to $74,999",3,2,1
48,"Rural","Male",65512,"$50,000 to $74,999",1,3,3
32,"Rural","Female",72418,"$50,000 to $74,999",3,3,2
68,"Rural","Male",72380,"$50,000 to $74,999",1,3,1
61,"Urban","Female",67962,"$50,000 to $74,999",2,2,1
39,"Suburban","Male",69604,"$50,000 to $74,999",3,4,2
60,"Urban","Female",74666,"$50,000 to $74,999",2,2,1
50,"Urban","Female",65832,"$50,000 to $74,999",2,2,1
20,"Suburban","Female",73840,"$50,000 to $74,999",3,4,2
36,"Urban","Female",71956,"$50,000 to $74,999",3,2,2
40,"Urban","Male",69876,"$50,000 to $74,999",1,1,4
47,"Urban","Male",73114,"$50,000 to $74,999",1,1,4
56,"Suburban","Male",72526,"$50,000 to $74,999",1,4,1
61,"Suburban","Female",68868,"$50,000 to $74,999",2,4,3
42,"Urban","Male",71322,"$50,000 to $74,999",1,1,4
54,"Rural","Female",70666,"$50,000 to $74,999",2,3,1
25,"Urban","Female",67392,"$50,000 to $74,999",3,2,2
59,"Urban","Male",68546,"$50,000 to $74,999",1,1,1
33,"Urban","Male",74052,"$50,000 to $74,999",3,1,4
18,"Urban","Female",72476,"$50,000 to $74,999",3,2,2
61,"Rural","Female",66696,"$50,000 to $74,999",1,3,3
22,"Urban","Male",69310,"$50,000 to $74,999",3,1,4
20,"Urban","Female",65412,"$50,000 to $74,999",3,2,2
18,"Urban","Male",68674,"$50,000 to $74,999",3,1,4
21,"Urban","Male",70036,"$50,000 to $74,999",3,1,4
49,"Urban","Female",70710,"$50,000 to $74,999",3,2,1
51,"Urban","Female",69640,"$50,000 to $74,999",3,2,1
42,"Urban","Female",74348,"$50,000 to $74,999",3,2,1
27,"Urban","Male",66014,"$50,000 to $74,999",3,1,4
38,"Rural","Female",72330,"$50,000 to $74,999",3,3,2
63,"Urban","Male",71844,"$50,000 to $74,999",1,1,1
19,"Urban","Female",71500,"$50,000 to $74,999",3,2,2
58,"Urban","Male",66832,"$50,000 to $74,999",1,1,3
53,"Urban","Male",71856,"$50,000 to $74,999",1,1,1
39,"Suburban","Female",72412,"$50,000 to $74,999",3,4,2
59,"Urban","Male",69706,"$50,000 to $74,999",1,1,1
43,"Urban","Male",69024,"$50,000 to $74,999",3,1,4
34,"Rural","Male",71726,"$50,000 to $74,999",3,3,2
70,"Urban","Male",72256,"$50,000 to $74,999",1,1,1
37,"Suburban","Male",67658,"$50,000 to $74,999",1,4,2
68,"Urban","Female",67448,"$50,000 to $74,999",2,2,1
48,"Urban","Female",68098,"$50,000 to $74,999",3,2,1
54,"Urban","Male",73930,"$50,000 to $74,999",1,1,1
21,"Urban","Female",66710,"$50,000 to $74,999",3,2,2
64,"Urban","Male",72876,"$50,000 to $74,999",1,1,1
21,"Urban","Male",66050,"$50,000 to $74,999",3,1,4
37,"Urban","Female",74786,"$50,000 to $74,999",3,2,1
27,"Rural","Female",65428,"$50,000 to $74,999",3,3,2
43,"Suburban","Male",66618,"$50,000 to $74,999",1,4,3
54,"Urban","Female",74678,"$50,000 to $74,999",2,2,1
55,"Urban","Female",67080,"$50,000 to $74,999",2,2,1
38,"Urban","Male",71594,"$50,000 to $74,999",1,1,4
57,"Urban","Male",65452,"$50,000 to $74,999",1,1,3
56,"Urban","Female",65040,"$50,000 to $74,999",2,2,1
38,"Urban","Female",73382,"$50,000 to $74,999",3,2,1
27,"Suburban","Female",64928,"$50,000 to $74,999",3,4,2
55,"Suburban","Female",69534,"$50,000 to $74,999",2,4,3
21,"Suburban","Male",66522,"$50,000 to $74,999",3,4,2
62,"Urban","Male",68840,"$50,000 to $74,999",1,1,1
37,"Urban","Female",66272,"$50,000 to $74,999",3,2,2
34,"Urban","Male",66941,"$50,000 to $74,999",3,1,4
24,"Urban","Male",68258,"$50,000 to $74,999",3,1,4
21,"Urban","Male",73876,"$50,000 to $74,999",3,1,4
54,"Urban","Male",69704,"$50,000 to $74,999",1,1,1
33,"Urban","Male",70454,"$50,000 to $74,999",1,1,4
69,"Urban","Male",72834,"$50,000 to $74,999",1,1,1
51,"Suburban","Female",68376,"$50,000 to $74,999",2,4,3
48,"Urban","Female",71210,"$50,000 to $74,999",3,2,1
66,"Urban","Female",70224,"$50,000 to $74,999",2,2,1
63,"Urban","Female",70992,"$50,000 to $74,999",2,2,1
